Date,Magasin,PDV,Numéro d'équipe,Type,Employé,Commentaire,Montant
10/11/2018 15:40,Esprit Sushi Fribourg,Caisse principal 3,93,Payout,Propriétaire,"postfinance ",1200.00
09/11/2018 23:07,Esprit Sushi Fribourg,Caisse principal 3,92,Entrée,Propriétaire,from purse,420.00
09/11/2018 22:30,Esprit Sushi Fribourg,Terminal mobile,120,Payout,Propriétaire,"dépôt caisse ",420.00
08/11/2018 18:09,Esprit Sushi Fribourg,Terminal mobile,119,Payout,Propriétaire,caisse,400.00
08/11/2018 18:09,Esprit Sushi Fribourg,Caisse principal 3,91,Entrée,Propriétaire,"porte monnaie ",400.00
07/11/2018 21:35,Esprit Sushi Fribourg,Terminal mobile,118,Payout,Propriétaire,Pourboire carte bancaire,2.10
06/11/2018 22:15,Esprit Sushi Fribourg,Terminal mobile,116,Payout,Propriétaire,erreur eat payé khuu,29.50
05/11/2018 18:01,Esprit Sushi Fribourg,Terminal mobile,115,Payout,Propriétaire,Postfinance,200.00
05/11/2018 17:13,Esprit Sushi Fribourg,Caisse principal 3,89,Payout,Propriétaire,"postfinance ",1740.00
04/11/2018 15:36,Esprit Sushi Fribourg,Caisse principal 3,88,Entrée,Propriétaire,"de porte-monnaie ",500.00
04/11/2018 15:35,Esprit Sushi Fribourg,Terminal mobile,114,Payout,Propriétaire,vers caisse,500.00
03/11/2018 18:09,Esprit Sushi Fribourg,Terminal mobile,113,Payout,Propriétaire,,500.00
03/11/2018 18:09,Esprit Sushi Fribourg,Caisse principal 3,87,Entrée,Propriétaire,,500.00
03/11/2018 16:31,Esprit Sushi Fribourg,Caisse principal 3,87,Payout,Propriétaire,achats migros,49.20
01/11/2018 18:11,Esprit Sushi Fribourg,Terminal mobile,111,Payout,Propriétaire,caisse,200.00
01/11/2018 18:10,Esprit Sushi Fribourg,Caisse principal 3,85,Entrée,Propriétaire,porte monnaie,200.00
30/10/2018 21:27,Esprit Sushi Fribourg,Terminal mobile,109,Payout,Propriétaire,"Pourboire ",2.00
30/10/2018 18:26,Esprit Sushi Fribourg,Terminal mobile,109,Payout,Propriétaire,"achat cuisine ",4.30
29/10/2018 16:45,Esprit Sushi Fribourg,Terminal mobile,108,Payout,Propriétaire,"postfinance ",350.00
29/10/2018 16:44,Esprit Sushi Fribourg,Caisse principal 3,83,Payout,Propriétaire,"postfinance ",200.00
28/10/2018 12:27,Esprit Sushi Fribourg,Caisse principal 3,82,Payout,Propriétaire,courses,50.00
27/10/2018 16:18,Esprit Sushi Fribourg,Terminal mobile,106,Payout,Propriétaire,"postfinance ",260.00
27/10/2018 16:10,Esprit Sushi Fribourg,Caisse principal 3,81,Payout,Propriétaire,"postfinance ",300.00
26/10/2018 10:14,Esprit Sushi Fribourg,Caisse principal 3,80,Payout,Propriétaire,"postfinance ",80.00
25/10/2018 15:58,Esprit Sushi Fribourg,Terminal mobile,104,Payout,Propriétaire,"postfinance ",200.00
24/10/2018 16:48,Esprit Sushi Fribourg,Terminal mobile,103,Payout,Propriétaire,"course ",90.00
22/10/2018 22:30,Esprit Sushi Fribourg,Caisse principal 3,76,Payout,Propriétaire,,800.00
22/10/2018 22:30,Esprit Sushi Fribourg,Caisse principal 3,76,Payout,Propriétaire,,180.00
22/10/2018 18:07,Esprit Sushi Fribourg,Caisse principal 3,76,Entrée,Propriétaire,"depot caisse livreur ",350.00
22/10/2018 18:05,Esprit Sushi Fribourg,Terminal mobile,101,Payout,Propriétaire,"dépôt caisse ",100.00
22/10/2018 18:04,Esprit Sushi Fribourg,Terminal mobile,101,Payout,Propriétaire,"dépôt caisse ",250.00
21/10/2018 18:09,Esprit Sushi Fribourg,Caisse principal 3,75,Entrée,Propriétaire,porte monnaie,100.00
21/10/2018 18:08,Esprit Sushi Fribourg,Terminal mobile,100,Payout,Propriétaire,caisse,100.00
20/10/2018 21:07,Esprit Sushi Fribourg,Terminal mobile,99,Payout,Propriétaire,Pourboire par carte,5.00
19/10/2018 15:02,Esprit Sushi Fribourg,Caisse principal 3,74,Entrée,Propriétaire,"from porte-monnaie ",250.00
18/10/2018 18:00,Esprit Sushi Fribourg,Terminal mobile,97,Payout,Propriétaire,"déplacer caisse ",250.00
17/10/2018 22:30,Esprit Sushi Fribourg,Terminal mobile,97,Payout,Propriétaire,pourboir,2.00
17/10/2018 16:25,Esprit Sushi Fribourg,Caisse principal 3,74,Payout,Propriétaire,"postfinance ",300.00
17/10/2018 16:24,Esprit Sushi Fribourg,Terminal mobile,97,Payout,Propriétaire,"postfinance ",500.00
16/10/2018 21:43,Esprit Sushi Fribourg,Terminal mobile,96,Entrée,Propriétaire,oublié 15.10.18,1.00
16/10/2018 15:59,Esprit Sushi Fribourg,Terminal mobile,96,Entrée,Propriétaire,monnaie d'hier,570.65
15/10/2018 20:43,Esprit Sushi Fribourg,Caisse principal 3,74,Entrée,Propriétaire,"montant valide sur iPhone ",63.10
15/10/2018 14:53,Esprit Sushi Fribourg,Caisse principal 3,74,Payout,Propriétaire,"postfinance ",200.00
14/10/2018 19:45,Esprit Sushi Fribourg,Terminal mobile,94,Payout,Propriétaire,Erreur-Carte,74.00
13/10/2018 21:47,Esprit Sushi Fribourg,Terminal mobile,93,Entrée,Propriétaire,"erreur comptage au début ",10.00
13/10/2018 20:26,Esprit Sushi Fribourg,Terminal mobile,93,Payout,Propriétaire,essence,46.05
12/10/2018 22:00,Esprit Sushi Fribourg,Caisse principal 3,73,Payout,Propriétaire,"postfinance ",440.00
12/10/2018 21:25,Esprit Sushi Fribourg,Caisse principal 3,73,Entrée,Propriétaire,"monnaie ",200.00
12/10/2018 17:59,Esprit Sushi Fribourg,Terminal mobile,92,Entrée,Propriétaire,,410.70
12/10/2018 15:13,Esprit Sushi Fribourg,Caisse principal 3,73,Payout,Propriétaire,courses,20.00
10/10/2018 20:40,Esprit Sushi Fribourg,Terminal mobile,90,Payout,Propriétaire,"pourboire ",2.00
10/10/2018 14:46,Esprit Sushi Fribourg,Terminal mobile,89,Entrée,Propriétaire,monnaie,35.00
10/10/2018 14:45,Esprit Sushi Fribourg,Caisse principal 3,71,Entrée,Propriétaire,"monnaie ",35.00
10/10/2018 14:44,Esprit Sushi Fribourg,Caisse principal 3,70,Payout,Propriétaire,"postfinance ",900.00
10/10/2018 14:44,Esprit Sushi Fribourg,Caisse principal 3,70,Entrée,Propriétaire,"ajout portefeuille ",820.00
10/10/2018 14:44,Esprit Sushi Fribourg,Caisse principal 3,70,Payout,Propriétaire,"transfert portefeuille ",410.00
09/10/2018 21:07,Esprit Sushi Fribourg,Terminal mobile,89,Payout,Propriétaire,"caisse ",410.00
09/10/2018 21:07,Esprit Sushi Fribourg,Terminal mobile,89,Payout,Propriétaire,"correction ",410.00
09/10/2018 21:06,Esprit Sushi Fribourg,Terminal mobile,89,Entrée,Propriétaire,"caisse ",410.00
08/10/2018 15:54,Esprit Sushi Fribourg,Caisse principal 3,70,Payout,Propriétaire,"erreur validation livraison sur tablette ",75.00
07/10/2018 21:55,Esprit Sushi Fribourg,Terminal mobile,87,Entrée,Propriétaire,,75.00
06/10/2018 21:06,Esprit Sushi Fribourg,Terminal mobile,86,Payout,Propriétaire,"pourboire carte ",2.10
06/10/2018 14:21,Esprit Sushi Fribourg,Terminal mobile,86,Payout,Propriétaire,"postfinance ",260.00
06/10/2018 14:14,Esprit Sushi Fribourg,Caisse principal 3,69,Payout,Propriétaire,"postfinance ",540.00
05/10/2018 18:11,Esprit Sushi Fribourg,Terminal mobile,85,Payout,Propriétaire,,150.00
05/10/2018 18:10,Esprit Sushi Fribourg,Caisse principal 3,69,Entrée,Propriétaire,,150.00
03/10/2018 20:36,Esprit Sushi Fribourg,Terminal mobile,83,Payout,Propriétaire,"essence ",39.30
03/10/2018 14:28,Esprit Sushi Fribourg,Caisse principal 3,67,Payout,Propriétaire,"courses ",50.00
02/10/2018 22:21,Esprit Sushi Fribourg,Terminal mobile,82,Payout,Propriétaire,oubli boisson voumars,4.50
02/10/2018 08:51,Esprit Sushi Fribourg,Caisse principal 3,67,Payout,Propriétaire,"postfinance ",220.00
02/10/2018 08:50,Esprit Sushi Fribourg,Terminal mobile,82,Payout,Propriétaire,"postefinance ",180.00
30/09/2018 10:28,Esprit Sushi Fribourg,Terminal mobile,81,Payout,Propriétaire,"postfinance ",200.00
30/09/2018 10:24,Esprit Sushi Fribourg,Caisse principal 3,66,Payout,Propriétaire,"postfinance ",440.00
29/09/2018 21:38,Esprit Sushi Fribourg,Terminal mobile,80,Payout,Propriétaire,"pourboire carte ",1.50
29/09/2018 15:09,Esprit Sushi Fribourg,Caisse principal 3,65,Payout,Propriétaire,courses,50.00
28/09/2018 22:11,Esprit Sushi Fribourg,Terminal mobile,80,Entrée,Propriétaire,comma de valide carte mais en cash,60.90
28/09/2018 11:36,Esprit Sushi Fribourg,Terminal mobile,80,Payout,Propriétaire,"postefinance ",100.00
28/09/2018 11:35,Esprit Sushi Fribourg,Caisse principal 3,64,Payout,Propriétaire,"postfinance ",400.00
27/09/2018 18:42,Esprit Sushi Fribourg,Terminal mobile,79,Payout,Propriétaire,caisse,100.00
27/09/2018 18:42,Esprit Sushi Fribourg,Caisse principal 3,63,Entrée,Propriétaire,porte monnaie,100.00
27/09/2018 12:11,Esprit Sushi Fribourg,Terminal mobile,79,Payout,Propriétaire,"postefinance ",250.00
25/09/2018 11:57,Esprit Sushi Fribourg,Terminal mobile,77,Payout,Propriétaire,"postefinance ",200.00
24/09/2018 16:04,Esprit Sushi Fribourg,Caisse principal 3,60,Payout,Propriétaire,"postfinance ",100.00
24/09/2018 16:04,Esprit Sushi Fribourg,Terminal mobile,76,Payout,Propriétaire,"postfinance ",500.00
22/09/2018 15:39,Esprit Sushi Fribourg,Terminal mobile,74,Payout,Propriétaire,"postefinance ",350.00
22/09/2018 15:38,Esprit Sushi Fribourg,Caisse principal 3,59,Payout,Propriétaire,"postfinance ",500.00
21/09/2018 20:10,Esprit Sushi Fribourg,Terminal mobile,73,Payout,Propriétaire,pourboire carte,1.50
21/09/2018 18:23,Esprit Sushi Fribourg,Terminal mobile,73,Payout,Propriétaire,caisse,300.00
21/09/2018 18:23,Esprit Sushi Fribourg,Caisse principal 3,58,Entrée,Propriétaire,porte monnaie,300.00
19/09/2018 11:06,Esprit Sushi Fribourg,Caisse principal 3,57,Payout,Propriétaire,courses,20.00
17/09/2018 13:27,Esprit Sushi Fribourg,Caisse principal 3,55,Payout,Propriétaire,"postfinance ",100.00
17/09/2018 13:27,Esprit Sushi Fribourg,Terminal mobile,69,Payout,Propriétaire,"postefinance ",400.00
16/09/2018 13:22,Esprit Sushi Fribourg,Terminal mobile,68,Payout,Propriétaire,"postefinance ",200.00
16/09/2018 13:21,Esprit Sushi Fribourg,Caisse principal 3,54,Payout,Propriétaire,Postfinance,200.00
15/09/2018 22:54,Esprit Sushi Fribourg,Terminal mobile,67,Entrée,Propriétaire,Luca rio cash,26.50
15/09/2018 22:47,Esprit Sushi Fribourg,Caisse principal 3,53,Payout,Propriétaire,luca rio porte monnaie cash,26.50
14/09/2018 07:00,Esprit Sushi Fribourg,Caisse principal 3,52,Payout,Propriétaire,Postfinance,50.00
14/09/2018 06:57,Esprit Sushi Fribourg,Terminal mobile,65,Payout,Propriétaire,,150.00
13/09/2018 21:02,Esprit Sushi Fribourg,Terminal mobile,64,Payout,Propriétaire,essence,39.85
13/09/2018 14:15,Esprit Sushi Fribourg,Caisse principal 3,51,Payout,Propriétaire,Postfinance,350.00
13/09/2018 14:10,Esprit Sushi Fribourg,Terminal mobile,64,Payout,Propriétaire,"postefinance ",300.00
12/09/2018 15:18,Esprit Sushi Fribourg,Caisse principal 3,50,Payout,Propriétaire,courses,50.00
11/09/2018 13:40,Esprit Sushi Fribourg,Caisse principal 3,49,Payout,Propriétaire,courses,5.00
10/09/2018 13:33,Esprit Sushi Fribourg,Caisse principal 3,48,Payout,Propriétaire,Postfinance,300.00
09/09/2018 18:12,Esprit Sushi Fribourg,Caisse principal 3,48,Entrée,Propriétaire,de porte monnaie,300.00
09/09/2018 18:11,Esprit Sushi Fribourg,Terminal mobile,60,Payout,Propriétaire,retrait,300.00
07/09/2018 12:17,Esprit Sushi Fribourg,Terminal mobile,58,Payout,Propriétaire,"postefinance ",310.00
07/09/2018 12:10,Esprit Sushi Fribourg,Caisse principal 3,47,Payout,Propriétaire,Postfinance,200.00
05/09/2018 21:51,Esprit Sushi Fribourg,Terminal mobile,56,Payout,Propriétaire,nettoyages,6.00
04/09/2018 16:14,Esprit Sushi Fribourg,Caisse principal 3,44,Payout,Propriétaire,Postfinance,100.00
03/09/2018 19:28,Esprit Sushi Fribourg,Terminal mobile,54,Entrée,Propriétaire,courses prodega Caroline,8.10
03/09/2018 19:15,Esprit Sushi Fribourg,Caisse principal 3,43,Payout,Propriétaire,remboursement gyozas,20.00
03/09/2018 14:37,Esprit Sushi Fribourg,Terminal mobile,54,Payout,Propriétaire,"postefinance ",300.00
03/09/2018 14:30,Esprit Sushi Fribourg,Caisse principal 3,43,Payout,Propriétaire,Postfinance,100.00
01/09/2018 21:24,Esprit Sushi Fribourg,Caisse principal 3,41,Payout,Propriétaire,postfinance,349.90
31/08/2018 14:27,Esprit Sushi Fribourg,Caisse principal 3,40,Payout,Propriétaire,courses,20.00
30/08/2018 15:06,Esprit Sushi Fribourg,Caisse principal 3,39,Payout,Propriétaire,courses,70.00
29/08/2018 18:45,Esprit Sushi Fribourg,Terminal mobile,49,Payout,Propriétaire,essence,41.00
29/08/2018 18:45,Esprit Sushi Fribourg,Terminal mobile,49,Payout,Propriétaire,saumon,192.45
29/08/2018 14:36,Esprit Sushi Fribourg,Caisse principal 3,38,Payout,Propriétaire,courses,100.00
26/08/2018 09:16,Esprit Sushi Fribourg,Caisse principal 3,35,Payout,Propriétaire,Postfinance,1200.00
24/08/2018 13:23,Esprit Sushi Fribourg,Caisse principal 3,33,Entrée,Propriétaire,,1153.80
23/08/2018 21:42,Esprit Sushi Fribourg,Terminal mobile,44,Payout,Propriétaire,pourboire,1.00
23/08/2018 16:41,Esprit Sushi Fribourg,Caisse principal 3,32,Entrée,Propriétaire,,1042.30
22/08/2018 22:13,Esprit Sushi Fribourg,Caisse principale 2,8,Payout,Propriétaire,"pourboire carte ",0.50
21/08/2018 17:18,Esprit Sushi Fribourg,Caisse principale 2,7,Payout,Propriétaire,courses,20.00
20/08/2018 22:02,Esprit Sushi Fribourg,Terminal mobile,40,Payout,Propriétaire,pourboire carte,0.20
15/07/2018 20:12,Esprit Sushi Fribourg,Terminal mobile,39,Payout,Propriétaire,pourboire carte,2.50
14/07/2018 13:25,Esprit Sushi Fribourg,Caisse principal 3,31,Payout,Propriétaire,,700.00
14/07/2018 13:24,Esprit Sushi Fribourg,Terminal mobile,38,Payout,Propriétaire,,300.00
12/07/2018 20:29,Esprit Sushi Fribourg,Terminal mobile,36,Payout,Propriétaire,,3.40
12/07/2018 18:08,Esprit Sushi Fribourg,Caisse principal 3,31,Entrée,Propriétaire,,400.00
12/07/2018 18:07,Esprit Sushi Fribourg,Terminal mobile,36,Payout,Propriétaire,,400.00
12/07/2018 15:03,Esprit Sushi Fribourg,Caisse principal 3,31,Payout,Propriétaire,"lessive ",20.00
09/07/2018 15:32,Esprit Sushi Fribourg,Caisse principal 3,29,Payout,Propriétaire,"courses ",20.00
08/07/2018 12:35,Esprit Sushi Fribourg,Terminal mobile,32,Payout,Propriétaire,"postefinance ",840.00
08/07/2018 12:29,Esprit Sushi Fribourg,Caisse principal 3,28,Payout,Propriétaire,"postfinance ",440.00
04/07/2018 15:32,Esprit Sushi Fribourg,Caisse principal 3,23,Payout,Propriétaire,,200.00
01/07/2018 16:35,Esprit Sushi Fribourg,Terminal mobile,25,Payout,Propriétaire,"postefinance ",300.00
30/06/2018 17:03,Esprit Sushi Fribourg,Caisse principal 3,19,Payout,Propriétaire,courses,30.00
29/06/2018 13:55,Esprit Sushi Fribourg,Terminal mobile,23,Payout,Propriétaire,"postefinance ",300.00
29/06/2018 13:48,Esprit Sushi Fribourg,Caisse principal 3,18,Payout,Propriétaire,"postfinance ",400.00
28/06/2018 11:08,Esprit Sushi Fribourg,Caisse principal 3,18,Payout,Propriétaire,"postfinance ",200.00
28/06/2018 11:07,Esprit Sushi Fribourg,Terminal mobile,22,Payout,Propriétaire,"postefinance ",411.00
27/06/2018 13:46,Esprit Sushi Fribourg,Caisse principal 3,17,Payout,Propriétaire,prodega,200.00
27/06/2018 13:45,Esprit Sushi Fribourg,Caisse principal 3,17,Entrée,Propriétaire,prodega,100.00
26/06/2018 18:08,Esprit Sushi Fribourg,Terminal mobile,20,Payout,Propriétaire,,200.00
25/06/2018 14:26,Esprit Sushi Fribourg,Terminal mobile,19,Payout,Propriétaire,"postefinance ",500.00
25/06/2018 14:21,Esprit Sushi Fribourg,Caisse principal 3,16,Payout,Propriétaire,postfinance,400.00
22/06/2018 15:18,Esprit Sushi Fribourg,Terminal mobile,16,Payout,Propriétaire,0,440.00
22/06/2018 11:39,Esprit Sushi Fribourg,Caisse principal 3,13,Payout,Propriétaire,postfinance,400.00
19/06/2018 12:48,Esprit Sushi Fribourg,Terminal mobile,13,Payout,Propriétaire,postfinance,300.00
19/06/2018 12:48,Esprit Sushi Fribourg,Caisse principal 3,10,Payout,Propriétaire,postfinance,1100.00
18/06/2018 18:25,Esprit Sushi Fribourg,Caisse principal 3,9,Entrée,Propriétaire,du porte monnaie,400.00
18/06/2018 18:25,Esprit Sushi Fribourg,Terminal mobile,12,Payout,Propriétaire,vers caisse,400.00
15/06/2018 22:11,Esprit Sushi Fribourg,Caisse principal 3,6,Payout,Propriétaire,"remboursement erreur boisson ",1.80
15/06/2018 21:57,Esprit Sushi Fribourg,Terminal mobile,9,Payout,Propriétaire,essence,41.30
14/06/2018 11:44,Esprit Sushi Fribourg,Terminal mobile,8,Payout,Propriétaire,10×20+2×50+4×100+200,900.00
14/06/2018 11:42,Esprit Sushi Fribourg,Caisse principal 3,5,Payout,Propriétaire,10 *20 + 3*100,500.00
