Magasin,PDV,Numéro d'équipe,Heure d'ouverture de quart de travail,Ouverture du service,Heure de fermeture de quart de travail,Le service est fermé,Espèces de départ,Règlement en espèces,Remboursements en espèces,Montant paiement entrant,Montant paiement sortant,Montant en espèces prévu,Montant en espèces réel,Différence
Esprit Sushi Fribourg,SamsungA40,205,19/02/2021 17:53,Propriétaire,19/02/2021 21:59,Propriétaire,573.20,138.40,0.00,0.00,0.00,711.60,711.60,0.00
Esprit Sushi Fribourg,SamsungA40,204,18/02/2021 17:54,Propriétaire,19/02/2021 17:53,Propriétaire,455.70,215.00,0.00,0.00,97.50,573.20,573.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,723,19/02/2021 12:20,Propriétaire,19/02/2021 17:18,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,722,17/02/2021 17:41,Propriétaire,18/02/2021 23:04,Propriétaire,411.75,304.20,97.50,97.50,0.00,715.95,715.95,0.00
Esprit Sushi Fribourg,SamsungA40,203,17/02/2021 16:47,Propriétaire,17/02/2021 21:42,Propriétaire,316.80,138.90,0.00,0.00,0.00,455.70,455.70,0.00
Esprit Sushi Fribourg,SamsungA40,202,16/02/2021 18:16,Propriétaire,17/02/2021 16:47,Propriétaire,1131.10,151.60,59.90,0.00,906.00,316.80,316.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,721,09/02/2021 18:35,Propriétaire,16/02/2021 23:34,Propriétaire,0.00,1207.05,0.00,859.80,1655.10,411.75,411.75,0.00
Esprit Sushi Fribourg,SamsungA40,201,14/02/2021 15:50,Propriétaire,14/02/2021 21:56,Propriétaire,821.50,323.55,0.00,0.00,20.00,1125.05,1125.05,0.00
Esprit Sushi Fribourg,Iphone Roberto,2,14/02/2021 15:48,Propriétaire,14/02/2021 21:52,Propriétaire,266.50,234.50,0.00,20.00,0.10,520.90,520.90,0.00
Esprit Sushi Fribourg,Iphone Roberto,1,14/02/2021 15:46,Propriétaire,14/02/2021 15:48,Propriétaire,266.50,0.00,0.00,0.00,0.00,266.50,266.50,0.00
Esprit Sushi Fribourg,SamsungA40,200,13/02/2021 18:01,Propriétaire,13/02/2021 22:12,Propriétaire,642.50,178.90,0.00,0.00,0.00,821.40,821.40,0.00
Esprit Sushi Fribourg,SamsungA40,199,12/02/2021 17:57,Propriétaire,12/02/2021 22:30,Propriétaire,553.10,95.50,0.00,0.00,6.10,642.50,642.50,0.00
Esprit Sushi Fribourg,SamsungA40,198,11/02/2021 17:37,Propriétaire,11/02/2021 20:56,Propriétaire,526.60,26.50,0.00,0.00,0.00,553.10,553.10,0.00
Esprit Sushi Fribourg,SamsungA40,197,10/02/2021 17:37,Propriétaire,10/02/2021 21:50,Propriétaire,488.60,38.00,0.00,0.00,0.00,526.60,526.60,0.00
Esprit Sushi Fribourg,SamsungA40,196,09/02/2021 18:14,Propriétaire,09/02/2021 21:53,Propriétaire,307.10,181.50,0.00,0.00,0.00,488.60,488.60,0.00
Esprit Sushi Fribourg,SamsungA40,195,07/02/2021 22:57,Propriétaire,07/02/2021 22:57,Propriétaire,497.10,0.00,0.00,0.00,190.00,307.10,307.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,720,03/02/2021 16:48,Propriétaire,07/02/2021 22:55,Propriétaire,335.50,323.40,0.00,700.00,1020.00,338.90,338.90,0.00
Esprit Sushi Fribourg,SamsungA40,194,07/02/2021 17:47,Propriétaire,07/02/2021 21:41,Propriétaire,372.60,124.50,0.00,0.00,0.00,497.10,497.10,0.00
Esprit Sushi Fribourg,SamsungA40,193,06/02/2021 17:33,Propriétaire,06/02/2021 22:42,Propriétaire,721.70,350.90,0.00,0.00,700.00,372.60,372.60,0.00
Esprit Sushi Fribourg,SamsungA40,192,04/02/2021 18:05,Propriétaire,05/02/2021 22:49,Propriétaire,456.30,265.40,0.00,0.00,0.00,721.70,721.70,0.00
Esprit Sushi Fribourg,SamsungA40,191,03/02/2021 20:51,Propriétaire,04/02/2021 18:04,Propriétaire,365.80,90.50,0.00,0.00,0.00,456.30,456.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,719,30/01/2021 16:36,Propriétaire,03/02/2021 16:47,Propriétaire,1181.60,103.90,0.00,400.00,1350.00,335.50,335.50,0.00
Esprit Sushi Fribourg,SamsungA40,190,31/01/2021 17:44,Propriétaire,31/01/2021 21:37,Propriétaire,397.30,168.50,0.00,0.00,200.00,365.80,365.80,0.00
Esprit Sushi Fribourg,SamsungA40,189,30/01/2021 17:55,Propriétaire,30/01/2021 21:21,Propriétaire,378.90,218.40,0.00,0.00,200.00,397.30,397.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,718,27/01/2021 17:41,Propriétaire,30/01/2021 16:36,Propriétaire,356.10,265.50,0.00,600.00,40.00,1181.60,1181.60,0.00
Esprit Sushi Fribourg,SamsungA40,188,29/01/2021 17:51,Propriétaire,29/01/2021 22:04,Propriétaire,697.00,281.90,0.00,0.00,600.00,378.90,378.90,0.00
Esprit Sushi Fribourg,SamsungA40,187,28/01/2021 17:36,Propriétaire,28/01/2021 22:01,Propriétaire,575.90,121.10,0.00,0.00,0.00,697.00,697.00,0.00
Esprit Sushi Fribourg,SamsungA40,186,27/01/2021 17:37,Propriétaire,27/01/2021 21:51,Propriétaire,399.90,176.00,0.00,0.00,0.00,575.90,575.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,717,24/01/2021 15:34,Propriétaire,26/01/2021 23:05,Propriétaire,1123.10,53.00,0.00,0.00,820.00,356.10,356.10,0.00
Esprit Sushi Fribourg,SamsungA40,185,26/01/2021 21:15,Propriétaire,26/01/2021 21:55,Propriétaire,399.90,0.00,0.00,0.00,0.00,399.90,399.90,0.00
Esprit Sushi Fribourg,SamsungA40,184,26/01/2021 17:35,Propriétaire,26/01/2021 21:14,Propriétaire,251.40,148.50,0.00,0.00,0.00,399.90,399.90,0.00
Esprit Sushi Fribourg,SamsungA40,183,26/01/2021 16:03,Propriétaire,26/01/2021 17:34,Propriétaire,351.40,0.00,0.00,0.00,100.00,251.40,251.40,0.00
Esprit Sushi Fribourg,SamsungA40,182,26/01/2021 16:03,Propriétaire,26/01/2021 16:03,Propriétaire,351.48,0.00,0.00,0.00,0.00,351.48,351.48,0.00
Esprit Sushi Fribourg,SamsungA40,181,24/01/2021 17:34,Propriétaire,24/01/2021 21:11,Propriétaire,315.90,35.50,0.00,0.00,0.00,351.40,351.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,716,23/01/2021 16:58,Propriétaire,24/01/2021 15:34,Propriétaire,839.10,104.00,0.00,200.00,20.00,1123.10,1123.10,0.00
Esprit Sushi Fribourg,SamsungA40,180,23/01/2021 17:45,Propriétaire,23/01/2021 21:55,Propriétaire,370.40,145.50,0.00,0.00,200.00,315.90,315.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,715,22/01/2021 17:45,Propriétaire,22/01/2021 23:45,Propriétaire,0.00,141.40,0.00,697.70,0.00,839.10,839.10,0.00
Esprit Sushi Fribourg,SamsungA40,179,22/01/2021 17:53,Propriétaire,22/01/2021 21:25,Propriétaire,412.60,257.80,0.00,0.00,300.00,370.40,370.40,0.00
Esprit Sushi Fribourg,SamsungA40,178,21/01/2021 18:04,Propriétaire,22/01/2021 17:53,Propriétaire,871.80,150.80,0.00,0.00,610.00,412.60,412.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,714,19/01/2021 15:21,Propriétaire,21/01/2021 22:54,Propriétaire,1039.20,48.50,0.00,400.00,1090.00,397.70,397.70,0.00
Esprit Sushi Fribourg,SamsungA40,177,21/01/2021 17:14,Propriétaire,21/01/2021 18:03,Propriétaire,365.08,0.00,0.00,0.00,0.00,365.08,365.08,0.00
Esprit Sushi Fribourg,SamsungA40,176,20/01/2021 21:31,Propriétaire,21/01/2021 17:14,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,SamsungA40,175,20/01/2021 17:55,Propriétaire,20/01/2021 21:31,Propriétaire,671.30,200.50,0.00,0.00,0.00,871.80,871.80,0.00
Esprit Sushi Fribourg,SamsungA40,174,20/01/2021 17:37,Propriétaire,20/01/2021 17:54,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,SamsungA40,173,19/01/2021 20:07,Propriétaire,19/01/2021 21:51,Propriétaire,389.30,282.00,0.00,0.00,0.00,671.30,671.30,0.00
Esprit Sushi Fribourg,SamsungA40,172,19/01/2021 17:01,Propriétaire,19/01/2021 17:40,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,713,17/01/2021 17:24,Propriétaire,17/01/2021 22:00,Propriétaire,656.70,82.50,0.00,300.00,0.00,1039.20,1039.20,0.00
Esprit Sushi Fribourg,SamsungA40,171,17/01/2021 17:49,Propriétaire,17/01/2021 21:42,Propriétaire,667.80,23.00,0.00,0.00,301.50,389.30,389.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,712,16/01/2021 16:20,Propriétaire,16/01/2021 23:07,Propriétaire,602.20,54.50,0.00,0.00,0.00,656.70,656.70,0.00
Esprit Sushi Fribourg,SamsungA40,170,16/01/2021 17:55,Propriétaire,16/01/2021 21:31,Propriétaire,515.80,152.00,0.00,0.00,0.00,667.80,667.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,711,05/01/2021 15:31,Propriétaire,16/01/2021 00:03,Propriétaire,341.75,1083.20,172.25,400.00,1050.50,602.20,602.20,0.00
Esprit Sushi Fribourg,SamsungA40,169,15/01/2021 17:51,Propriétaire,15/01/2021 21:45,Propriétaire,424.90,90.90,0.00,0.00,0.00,515.80,515.80,0.00
Esprit Sushi Fribourg,SamsungA40,168,14/01/2021 15:54,Propriétaire,14/01/2021 21:58,Propriétaire,462.90,102.00,0.00,0.00,140.00,424.90,424.90,0.00
Esprit Sushi Fribourg,SamsungA40,167,13/01/2021 18:02,Propriétaire,13/01/2021 21:30,Propriétaire,388.40,74.50,0.00,0.00,0.00,462.90,462.90,0.00
Esprit Sushi Fribourg,SamsungA40,166,12/01/2021 17:10,Propriétaire,12/01/2021 21:34,Propriétaire,1412.20,76.20,0.00,0.00,1100.00,388.40,388.40,0.00
Esprit Sushi Fribourg,SamsungA40,165,10/01/2021 18:59,Propriétaire,10/01/2021 22:21,Propriétaire,1007.90,457.30,53.00,0.00,0.00,1412.20,1412.20,0.00
Esprit Sushi Fribourg,SamsungA40,164,10/01/2021 18:25,Propriétaire,10/01/2021 18:59,Propriétaire,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00
Esprit Sushi Fribourg,SamsungA40,163,09/01/2021 17:37,Propriétaire,09/01/2021 21:00,Propriétaire,663.00,344.90,0.00,0.00,0.00,1007.90,1007.90,0.00
Esprit Sushi Fribourg,SamsungA40,162,08/01/2021 17:51,Propriétaire,08/01/2021 21:40,Propriétaire,474.70,189.40,0.00,0.00,1.10,663.00,663.00,0.00
Esprit Sushi Fribourg,SamsungA40,161,07/01/2021 17:54,Propriétaire,07/01/2021 21:28,Propriétaire,702.50,174.50,0.00,0.00,402.30,474.70,474.70,0.00
Esprit Sushi Fribourg,SamsungA40,160,06/01/2021 16:35,Propriétaire,06/01/2021 21:30,Propriétaire,438.00,264.50,0.00,0.00,0.00,702.50,702.50,0.00
Esprit Sushi Fribourg,SamsungA40,159,05/01/2021 17:56,Propriétaire,06/01/2021 16:35,Propriétaire,317.60,120.40,0.00,0.00,0.00,438.00,438.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,710,03/01/2021 17:15,Propriétaire,05/01/2021 15:31,Propriétaire,779.25,92.50,0.00,690.00,1220.00,341.75,341.75,0.00
Esprit Sushi Fribourg,SamsungA40,158,03/01/2021 17:53,Propriétaire,03/01/2021 22:27,Propriétaire,675.60,296.00,0.00,0.00,654.00,317.60,317.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,709,02/01/2021 18:04,Propriétaire,02/01/2021 23:58,Propriétaire,0.00,100.00,0.00,679.25,0.00,779.25,779.25,0.00
Esprit Sushi Fribourg,SamsungA40,157,02/01/2021 17:50,Propriétaire,02/01/2021 22:43,Propriétaire,488.80,191.90,0.00,0.00,5.10,675.60,675.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,708,30/12/2020 16:38,Propriétaire,31/12/2020 19:53,Propriétaire,414.15,265.10,0.00,0.00,0.00,679.25,679.25,0.00
Esprit Sushi Fribourg,SamsungA40,156,31/12/2020 12:40,Propriétaire,31/12/2020 17:21,Propriétaire,457.30,31.50,0.00,0.00,0.00,488.80,488.80,0.00
Esprit Sushi Fribourg,SamsungA40,155,29/12/2020 16:36,Propriétaire,30/12/2020 21:26,Propriétaire,676.25,181.00,0.00,0.05,400.00,457.30,457.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,707,29/12/2020 16:40,Propriétaire,29/12/2020 22:48,Propriétaire,530.15,134.00,0.00,0.00,250.00,414.15,414.15,0.00
Esprit Sushi Fribourg,Caisse principal 3,706,26/12/2020 16:18,Propriétaire,27/12/2020 22:24,Propriétaire,845.65,184.50,0.00,0.00,500.00,530.15,530.15,0.00
Esprit Sushi Fribourg,SamsungA40,154,27/12/2020 17:29,Propriétaire,27/12/2020 20:35,Propriétaire,607.85,68.40,0.00,0.00,0.00,676.25,676.25,0.00
Esprit Sushi Fribourg,SamsungA40,153,26/12/2020 16:15,Propriétaire,26/12/2020 21:36,Propriétaire,722.35,285.50,0.00,0.00,400.00,607.85,607.85,0.00
Esprit Sushi Fribourg,Caisse principal 3,705,23/12/2020 10:26,Propriétaire,26/12/2020 16:18,Propriétaire,0.00,318.80,0.00,526.85,0.00,845.65,845.65,0.00
Esprit Sushi Fribourg,SamsungA40,152,24/12/2020 12:44,Propriétaire,24/12/2020 16:47,Propriétaire,588.30,138.05,0.00,0.00,4.00,722.35,722.35,0.00
Esprit Sushi Fribourg,SamsungA40,151,23/12/2020 19:14,Propriétaire,23/12/2020 21:30,Propriétaire,491.80,96.50,0.00,0.00,0.00,588.30,588.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,704,22/12/2020 18:27,Propriétaire,22/12/2020 22:47,Propriétaire,0.00,0.00,0.00,526.85,0.00,526.85,526.85,0.00
Esprit Sushi Fribourg,SamsungA40,150,22/12/2020 16:55,Propriétaire,22/12/2020 21:57,Propriétaire,822.70,170.70,0.00,0.00,501.60,491.80,491.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,703,19/12/2020 11:41,Propriétaire,20/12/2020 22:57,Propriétaire,470.35,157.50,101.00,0.00,0.00,526.85,526.85,0.00
Esprit Sushi Fribourg,SamsungA40,149,20/12/2020 17:31,Propriétaire,20/12/2020 21:19,Propriétaire,600.80,221.90,0.00,0.00,0.00,822.70,822.70,0.00
Esprit Sushi Fribourg,SamsungA40,148,19/12/2020 11:39,Propriétaire,19/12/2020 22:11,Propriétaire,874.80,226.00,0.00,0.00,500.00,600.80,600.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,702,13/12/2020 16:41,Propriétaire,19/12/2020 11:41,Propriétaire,813.95,206.40,0.00,0.00,550.00,470.35,470.35,0.00
Esprit Sushi Fribourg,SamsungA40,147,18/12/2020 17:51,Propriétaire,18/12/2020 22:20,Propriétaire,549.80,325.00,0.00,0.00,0.00,874.80,874.80,0.00
Esprit Sushi Fribourg,SamsungA40,146,17/12/2020 17:51,Propriétaire,17/12/2020 21:23,Propriétaire,552.80,0.00,0.00,0.00,3.00,549.80,549.80,0.00
Esprit Sushi Fribourg,SamsungA40,145,16/12/2020 17:55,Propriétaire,16/12/2020 21:03,Propriétaire,408.30,144.50,0.00,0.00,0.00,552.80,552.80,0.00
Esprit Sushi Fribourg,SamsungA40,144,15/12/2020 17:48,Propriétaire,15/12/2020 21:30,Propriétaire,656.60,151.70,0.00,0.00,400.00,408.30,408.30,0.00
Esprit Sushi Fribourg,SamsungA40,143,13/12/2020 17:58,Propriétaire,13/12/2020 21:25,Propriétaire,634.10,23.00,0.00,0.00,0.50,656.60,656.60,0.00
Esprit Sushi Fribourg,SamsungA40,142,12/12/2020 17:32,Propriétaire,12/12/2020 22:01,Propriétaire,451.60,172.50,0.00,10.00,0.00,634.10,634.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,701,08/12/2020 21:12,Propriétaire,12/12/2020 21:54,Propriétaire,282.05,131.90,0.00,400.00,0.00,813.95,813.95,0.00
Esprit Sushi Fribourg,SamsungA40,141,11/12/2020 19:01,Propriétaire,11/12/2020 21:30,Propriétaire,374.60,77.00,0.00,0.00,0.00,451.60,451.60,0.00
Esprit Sushi Fribourg,SamsungA40,140,10/12/2020 18:08,Propriétaire,10/12/2020 21:30,Propriétaire,344.70,29.90,0.00,0.00,0.00,374.60,374.60,0.00
Esprit Sushi Fribourg,SamsungA40,139,09/12/2020 17:41,Propriétaire,09/12/2020 21:03,Propriétaire,345.20,0.00,0.00,0.00,0.00,345.20,345.20,0.00
Esprit Sushi Fribourg,SamsungA40,138,08/12/2020 18:00,Propriétaire,09/12/2020 17:41,Propriétaire,1251.20,414.00,0.00,0.00,1320.00,345.20,345.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,700,08/12/2020 18:01,Propriétaire,08/12/2020 21:12,Propriétaire,930.00,0.00,0.00,0.00,0.00,930.00,930.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,699,04/12/2020 16:05,Propriétaire,06/12/2020 23:25,Propriétaire,412.65,269.40,0.00,0.00,400.00,282.05,282.05,0.00
Esprit Sushi Fribourg,SamsungA40,137,06/12/2020 18:34,Propriétaire,06/12/2020 21:51,Propriétaire,1067.80,185.90,0.00,0.00,2.50,1251.20,1251.20,0.00
Esprit Sushi Fribourg,SamsungA40,136,05/12/2020 18:55,Propriétaire,05/12/2020 22:02,Propriétaire,844.80,262.50,39.50,0.00,0.00,1067.80,1067.80,0.00
Esprit Sushi Fribourg,SamsungA40,135,04/12/2020 17:35,Propriétaire,04/12/2020 22:03,Propriétaire,603.90,240.90,0.00,0.00,0.00,844.80,844.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,698,03/12/2020 17:00,Propriétaire,03/12/2020 22:23,Propriétaire,390.65,22.00,0.00,0.00,0.00,412.65,412.65,0.00
Esprit Sushi Fribourg,SamsungA40,134,03/12/2020 17:37,Propriétaire,03/12/2020 21:56,Propriétaire,578.90,25.00,0.00,0.00,0.00,603.90,603.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,697,02/12/2020 17:29,Propriétaire,03/12/2020 17:00,Propriétaire,390.65,72.50,72.50,0.00,0.00,390.65,390.65,0.00
Esprit Sushi Fribourg,SamsungA40,133,02/12/2020 17:56,Propriétaire,02/12/2020 21:17,Propriétaire,560.00,21.50,0.00,0.00,2.60,578.90,578.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,696,29/11/2020 15:21,Propriétaire,01/12/2020 22:20,Propriétaire,1238.95,81.70,0.00,1238.95,2168.95,390.65,390.65,0.00
Esprit Sushi Fribourg,SamsungA40,132,01/12/2020 14:40,Propriétaire,01/12/2020 21:32,Propriétaire,382.50,227.50,0.00,0.00,50.00,560.00,560.00,0.00
Esprit Sushi Fribourg,SamsungA40,131,29/11/2020 17:35,Propriétaire,29/11/2020 21:29,Propriétaire,254.50,128.00,0.00,0.00,0.00,382.50,382.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,695,28/11/2020 17:09,Propriétaire,28/11/2020 22:47,Propriétaire,769.45,176.40,106.90,400.00,0.00,1238.95,1238.95,0.00
Esprit Sushi Fribourg,SamsungA40,130,28/11/2020 17:37,Propriétaire,28/11/2020 22:45,Propriétaire,405.60,248.90,0.00,0.00,400.00,254.50,254.50,0.00
Esprit Sushi Fribourg,SamsungA40,129,28/11/2020 17:36,Propriétaire,28/11/2020 17:36,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,SamsungA40,128,27/11/2020 17:45,Propriétaire,28/11/2020 17:36,Propriétaire,415.10,340.50,0.00,0.00,350.00,405.60,405.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,694,27/11/2020 16:53,Propriétaire,27/11/2020 21:59,Propriétaire,284.20,135.25,0.00,350.00,0.00,769.45,769.45,0.00
Esprit Sushi Fribourg,SamsungA40,127,26/11/2020 22:20,Propriétaire,26/11/2020 22:20,Propriétaire,615.10,0.00,0.00,0.00,200.00,415.10,415.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,693,26/11/2020 17:11,Propriétaire,26/11/2020 22:19,Propriétaire,502.20,82.00,0.00,0.00,300.00,284.20,284.20,0.00
Esprit Sushi Fribourg,SamsungA40,126,26/11/2020 17:53,Propriétaire,26/11/2020 21:41,Propriétaire,485.10,130.00,0.00,0.00,0.00,615.10,615.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,692,25/11/2020 17:46,Propriétaire,25/11/2020 22:14,Propriétaire,289.30,212.90,0.00,0.00,0.00,502.20,502.20,0.00
Esprit Sushi Fribourg,SamsungA40,125,25/11/2020 19:51,Propriétaire,25/11/2020 21:38,Propriétaire,436.10,49.00,0.00,0.00,0.00,485.10,485.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,691,24/11/2020 15:09,Propriétaire,25/11/2020 17:46,Propriétaire,289.30,0.00,0.00,0.00,0.00,289.30,289.30,0.00
Esprit Sushi Fribourg,SamsungA40,124,24/11/2020 17:53,Propriétaire,24/11/2020 21:43,Propriétaire,370.10,66.00,0.00,0.00,0.00,436.10,436.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,690,22/11/2020 16:46,Propriétaire,24/11/2020 15:09,Propriétaire,343.90,95.40,0.00,900.00,1050.00,289.30,289.30,0.00
Esprit Sushi Fribourg,SamsungA40,123,22/11/2020 17:52,Propriétaire,22/11/2020 21:34,Propriétaire,683.10,137.00,0.00,0.00,450.00,370.10,370.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,689,21/11/2020 16:02,Propriétaire,21/11/2020 22:15,Propriétaire,443.90,0.00,0.00,0.00,100.00,343.90,343.90,0.00
Esprit Sushi Fribourg,SamsungA40,122,21/11/2020 17:52,Propriétaire,21/11/2020 21:41,Propriétaire,531.20,153.90,0.00,0.00,2.00,683.10,683.10,0.00
Esprit Sushi Fribourg,SamsungA40,121,20/11/2020 19:00,Propriétaire,21/11/2020 17:51,Propriétaire,406.30,124.90,0.00,0.00,0.00,531.20,531.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,688,19/11/2020 15:47,Propriétaire,20/11/2020 22:33,Propriétaire,379.40,64.50,0.00,0.00,0.00,443.90,443.90,0.00
Esprit Sushi Fribourg,SamsungA40,120,19/11/2020 17:57,Propriétaire,20/11/2020 16:31,Propriétaire,449.30,57.00,0.00,0.00,100.00,406.30,406.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,687,18/11/2020 14:34,Propriétaire,18/11/2020 21:54,Propriétaire,279.40,0.00,0.00,0.00,0.00,279.40,279.40,0.00
Esprit Sushi Fribourg,SamsungA40,119,18/11/2020 13:39,Propriétaire,18/11/2020 21:30,Propriétaire,376.30,49.00,0.00,24.00,0.00,449.30,449.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,686,17/11/2020 17:47,Propriétaire,17/11/2020 21:52,Propriétaire,279.40,0.00,0.00,0.00,0.00,279.40,279.40,0.00
Esprit Sushi Fribourg,SamsungA40,118,17/11/2020 21:28,Propriétaire,17/11/2020 21:49,Propriétaire,354.30,22.00,0.00,0.00,0.00,376.30,376.30,0.00
Esprit Sushi Fribourg,SamsungA40,117,17/11/2020 17:28,Propriétaire,17/11/2020 21:13,Propriétaire,282.30,72.00,0.00,0.00,0.00,354.30,354.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,685,15/11/2020 15:45,Propriétaire,15/11/2020 22:14,Propriétaire,549.90,29.50,0.00,0.00,300.00,279.40,279.40,0.00
Esprit Sushi Fribourg,SamsungA40,116,15/11/2020 22:12,Propriétaire,15/11/2020 22:12,Propriétaire,582.30,0.00,0.00,0.00,300.00,282.30,282.30,0.00
Esprit Sushi Fribourg,SamsungA40,115,15/11/2020 18:05,Propriétaire,15/11/2020 21:02,Propriétaire,516.30,66.00,0.00,0.00,0.00,582.30,582.30,0.00
Esprit Sushi Fribourg,SamsungA40,114,14/11/2020 16:48,Propriétaire,15/11/2020 18:05,Propriétaire,722.60,93.70,0.00,0.00,300.00,516.30,516.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,684,14/11/2020 16:49,Propriétaire,14/11/2020 22:02,Propriétaire,492.40,57.50,0.00,0.00,0.00,549.90,549.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,683,13/11/2020 15:36,Propriétaire,13/11/2020 22:28,Propriétaire,320.50,171.90,0.00,0.00,0.00,492.40,492.40,0.00
Esprit Sushi Fribourg,SamsungA40,113,13/11/2020 17:38,Propriétaire,13/11/2020 21:40,Propriétaire,463.70,258.90,0.00,0.00,0.00,722.60,722.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,682,12/11/2020 15:11,Propriétaire,12/11/2020 21:48,Propriétaire,308.50,12.00,0.00,0.00,0.00,320.50,320.50,0.00
Esprit Sushi Fribourg,SamsungA40,112,12/11/2020 17:38,Propriétaire,12/11/2020 21:37,Propriétaire,539.20,74.50,0.00,0.00,150.00,463.70,463.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,681,11/11/2020 15:34,Propriétaire,11/11/2020 22:37,Propriétaire,383.50,75.00,0.00,0.00,150.00,308.50,308.50,0.00
Esprit Sushi Fribourg,SamsungA40,111,11/11/2020 17:58,Propriétaire,11/11/2020 21:27,Propriétaire,455.70,83.50,0.00,0.00,0.00,539.20,539.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,680,10/11/2020 14:43,Propriétaire,11/11/2020 15:34,Propriétaire,285.00,78.50,0.00,20.00,0.00,383.50,383.50,0.00
Esprit Sushi Fribourg,SamsungA40,110,10/11/2020 17:52,Propriétaire,10/11/2020 21:28,Propriétaire,375.20,80.50,0.00,0.00,0.00,455.70,455.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,679,08/11/2020 22:33,Propriétaire,08/11/2020 22:33,Propriétaire,1055.00,0.00,0.00,0.00,770.00,285.00,285.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,678,08/11/2020 15:25,Propriétaire,08/11/2020 21:46,Propriétaire,984.60,70.40,0.00,0.00,0.00,1055.00,1055.00,0.00
Esprit Sushi Fribourg,SamsungA40,109,08/11/2020 18:04,Propriétaire,08/11/2020 21:30,Propriétaire,359.20,16.00,0.00,0.00,0.00,375.20,375.20,0.00
Esprit Sushi Fribourg,SamsungA40,108,07/11/2020 22:43,Propriétaire,07/11/2020 22:44,Propriétaire,759.20,0.00,0.00,0.00,400.00,359.20,359.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,677,07/11/2020 15:59,Propriétaire,07/11/2020 22:43,Propriétaire,536.50,48.10,0.00,400.00,0.00,984.60,984.60,0.00
Esprit Sushi Fribourg,SamsungA40,107,07/11/2020 17:42,Propriétaire,07/11/2020 22:06,Propriétaire,716.70,42.50,0.00,0.00,0.00,759.20,759.20,0.00
